,node,embedding
47,154,"[ 2.38393328e+01  5.02927743e+00  2.51438920e+00 -3.10041441e+00
 -3.12560487e+00  1.05143819e+00 -1.93177330e+00 -2.55715791e+00
 -2.04756816e+00  1.00045727e+00  7.50393403e-01  5.56688909e-01
  3.24897874e+00 -2.07276277e+00 -1.73635470e+00  3.29956216e+00
  2.22357998e+00  1.95177810e+00 -3.22529437e-01 -2.25583481e+00
  3.09847590e+00  1.49257497e+00  1.29932111e+00  7.87910542e-02
  1.12382986e+00 -1.16759918e+00  3.84906112e-01 -7.21216386e-03
 -4.16684833e-01  2.30235701e-01 -9.16833405e-01 -2.65211494e-01]"
48,2122,"[ 3.64371454e+01  2.33249448e+01  1.50801363e-01  7.27629843e-01
 -2.21411064e+00  4.92026309e+00  1.00748533e+01  4.60380157e+00
 -1.23885362e+00  1.01523297e+00 -2.45836990e+00  9.72490527e-01
 -2.03317290e+00 -4.40287313e+00  2.03557258e+00 -1.33667254e+00
 -3.70184503e+00  1.23774249e+00 -1.27349450e+00  3.30432274e+00
 -1.36040585e+00  3.22186978e+00 -1.14672966e+00 -1.59066545e+00
  2.57685156e+00 -1.27156647e+00 -2.83895857e+00  8.25351278e-01
 -2.24749677e-02 -3.94444389e+00  2.04955172e+00  5.12703740e+00]"
49,2966,"[ 5.12424696 -2.2353736  -2.10567078  1.27232471 -0.6319479   0.98867003
 -0.07692852  0.33689073 -1.07811931 -0.47022701  0.17434691  0.7664397
  0.29335224  0.70202974  0.23140778  0.14335538 -0.01346645 -0.21878731
 -0.78922793 -0.29480451 -0.29312391 -0.12927614 -0.53333799  0.13696443
 -0.48189383 -0.19363403 -0.67165508 -0.3727035  -0.39663199  0.21633613
  0.31126464 -0.11309366]"
50,5731,"[ 8.25415201 -2.27122633 -3.91806671  0.41140078 -3.56945068 -0.58736005
  0.33892338 -0.1724087  -1.13999967  0.13002237  0.26664936 -1.72671203
 -1.68376066  0.92847647  0.37749055  0.29840548 -0.09165481 -0.02691943
  0.39833747  0.02758692 -0.96476116 -0.84274614 -0.92804687  1.93118389
 -0.77575319  0.39113496 -0.2688098   0.7625866  -0.07888848 -0.60775551
  0.34042475 -1.25495792]"
51,552,"[22.22478193  3.86615663 -2.80922659 -2.28164696  0.73650282  1.00160071
 -2.26621897 -3.99754295  0.34275255  3.84612891 -1.84790878  1.7465207
  3.54178471  0.05899313 -0.95915756 -1.98339023  2.65461481  0.28190372
 -0.99386532 -2.58998352 -0.4604691  -2.70794299 -1.34431126  0.34040305
  1.04941044  0.57371733 -0.30884414  0.33186598 -0.12560828 -0.59498501
  1.85368912  0.46569718]"
52,1112,"[21.53661672  2.69717246  4.21323299 -0.40719409 -0.66950582 -4.57833033
 -1.2576308  -0.24826154 -1.90534678 -0.19561927  0.64790215  3.15766557
  0.95093897  1.2909036  -0.34186742 -0.77888875 -2.26380966  1.23375578
  2.41219508 -0.59135451 -1.12724632 -0.16750861  0.11704638  0.38406114
 -2.48506947 -1.62279917  1.75668963 -0.05955771 -2.4216649  -1.72287958
 -0.0468586  -0.18808958]"
53,1396,"[28.19770177 10.12120454 -1.22305394 -1.15638348  2.98302454 -1.55880692
  0.33095115 -1.35208265 -0.50259981  2.77782451 -3.44316936  0.5977634
  2.06217813  3.8685174  -2.03440789 -1.00319549  0.28764913  2.3120638
  2.41831358 -4.24989753 -1.09559001 -1.02887505  0.11323384 -2.26130119
  1.86921022  1.25376388  0.77996821 -2.60033615 -0.18930639  0.84078708
  2.36493653 -0.97505888]"
54,1454,"[ 2.58267258e+01  7.80964739e+00 -2.38956424e+00 -1.04166101e+00
 -2.05655223e-01 -4.80003150e+00  3.08896311e+00 -2.60165606e+00
  4.98078317e-02  6.65050030e+00 -2.84690547e+00  7.19522918e-01
 -1.63178616e+00 -1.00996637e+00  6.35317056e-01  6.66792737e-01
 -1.88498510e+00  9.87079280e-01 -1.61675971e+00 -6.32116427e+00
 -4.57280380e-03 -1.63187690e+00  5.19468481e-03  1.90240575e+00
  1.10759438e+00  1.13879958e+00 -4.74136210e+00 -1.25698941e+00
 -3.56694633e-01  4.93877150e-01  1.12951213e+00 -1.37687181e+00]"
55,1679,"[28.81842956 12.08895515 -5.31995387  9.90454809 -0.89713754  0.46589991
  0.99968573 -0.49602078 10.36760103  2.70387773  3.95157275 -3.33729902
 -0.56157215  0.1673708  -3.46959746  5.30841856 -4.24392657 -0.109015
  3.52133859  0.27198923 -4.41098811 -0.83386824  0.17555478 -2.72123068
  0.40163198  2.13188207 -4.25831409 -0.63673694  2.25493402  1.31985511
 -0.57386479  1.72393214]"
56,2615,"[ 5.33182125 -3.21300372 -0.33472003  0.05657034 -0.30997001 -0.15065531
  1.13086997  0.27857137  0.17583452  0.67526716  0.28582236  0.2221523
 -0.52653652  0.1934316   0.0315176  -1.01850263  0.74342944  0.38387589
  0.76395955  0.04254791 -0.59773412  0.77499503  0.26401762  0.22190934
 -0.51824679  0.3361772   0.69669377 -0.33398869 -0.54493073  0.45218614
 -0.33193353  0.18473091]"
57,2809,"[30.28295609 13.25530081 -3.84738853  8.31178799 -0.40355557  4.75278988
 -1.52137748  0.76601124  9.56366238 -1.16883055  4.28687795 -0.08335786
  0.64878757  1.19873981 -4.03579115  4.25819828 -0.27342456 -2.11825052
  0.97904773  2.60307174 -3.99250496  0.85803156  2.44054996 -4.34586595
 -1.80359381  0.85193952 -1.73497373  1.09595879  0.42608705 -0.53274021
 -2.18990919  1.97650004]"
58,2890,"[ 1.42283436 -1.28381525 -0.14654478  0.39851941  0.16475263  0.20513618
  0.49614379 -0.27087973 -0.4188833   0.47816229 -0.09959676 -0.20754442
  0.16179439 -0.10412954  0.13944199 -0.16562632 -0.16356672  0.46462382
  0.10050422  0.23005337 -0.37100884  0.10360242  0.16765221  0.17517392
 -0.02767052  0.19944167  0.08215628  0.03653223 -0.28843755 -0.4640946
 -0.66132523 -0.12123032]"
59,3653,"[ 3.39547714e+01  1.85321337e+01 -8.02673087e-02  1.86671445e+00
 -1.38425282e+00  3.91763312e+00  3.82533681e+00  3.32214328e+00
  6.18849894e-02  2.70692033e+00 -9.27064515e-01 -2.71932959e+00
  2.78776834e-02 -1.35761097e+00 -4.99482126e+00  3.75067371e-01
 -1.99940318e+00  8.53199451e-01  2.95114904e-01 -3.97033626e-01
 -3.24314206e+00  2.61531838e+00  2.08284097e+00 -4.00989088e-01
  5.56608819e+00  3.19742863e+00 -3.46293938e+00 -4.14669230e+00
  2.04242229e+00  5.42297073e+00  4.33731285e-01 -2.75647312e+00]"
60,3886,"[ 2.09724499e+01  2.31393784e+00  2.51158789e+00  4.63133463e+00
 -1.13810975e+00 -1.20670223e-02 -3.20080155e+00 -2.54379582e+00
  7.01158807e-01  2.76613977e+00  2.53623714e+00 -9.76606215e-01
 -1.39223817e+00 -4.62587785e-01 -5.04775568e-01  2.17312248e-01
  1.87411990e-01 -1.06048501e+00  5.79908231e-02 -1.65609450e+00
  1.36359654e+00  1.48997865e+00 -9.98996348e-01  1.28450128e+00
  1.95830100e-01 -1.14264440e+00 -4.27710937e-01  4.77440277e-01
 -8.99720975e-01  8.76602054e-01  1.11063353e+00  1.83955837e+00]"
61,3965,"[17.12716253 -0.56636028 -3.70247417  0.20614485 -0.59428808 -2.23299119
 -0.39077633 -3.35956314  1.08752243 -1.17864701 -0.36043503 -1.79427956
  1.54720215 -0.47277492  0.54392304 -0.23851851  0.73222229  1.11338193
 -1.46314266 -0.34086294  0.99065916 -1.13464936  0.34749964 -0.56518551
 -0.67677292 -2.02928586  0.89354636 -0.3435614  -0.22220431  0.29721859
 -1.12823056 -1.07851849]"
62,4201,"[ 8.01350003 -3.42852695  2.36892418 -0.31370528  0.92955037 -3.7534604
  2.53548381 -0.52934857  0.42766606 -1.00389302  0.1045803   0.07093499
  0.51046994 -0.59974749 -0.11095757  1.16122104  0.36971951  0.07469342
  0.41664759  1.41390987 -0.53122325 -0.60264669  0.20047002  0.28144884
  0.03567745  0.62517938 -0.32972478 -0.24098    -0.21425058  0.01394078
  0.56870912 -0.13265923]"
63,4563,"[18.71433427  0.75480424 -4.01372666  0.07932614 -2.72938606 -3.83237167
 -0.38537599 -1.65583087  0.55490141  4.09995502 -0.44241303 -0.7615669
  0.4943003  -1.63844847 -0.36508085  0.48959125 -0.61662898  0.63284039
  0.41951196 -0.94264331  0.22094841 -1.88509893 -0.64890986  2.65856734
 -1.04300144 -1.02961762 -1.71911123 -0.20186601  1.15886596 -0.32090603
 -0.29298531  0.32594495]"
64,4799,"[32.73969206 17.4159555  -4.73303038  8.64098487  1.47237865  4.60616961
  2.48036651 -1.39655753 10.8317179   0.81948794  4.06659534  1.72745174
  0.83809295  2.46883955 -2.79656987  3.41278293  0.71146468 -2.44526671
  1.4181256  -0.37738537 -4.49635632 -2.39506369  1.60336764 -4.07248667
 -2.01481748  2.02030095 -3.28289663  3.10823734  1.08248373 -1.52052013
  0.54730059 -3.12844351]"
65,5030,"[ 1.18369410e+01 -2.67840624e+00  3.18474809e-01  1.69466728e+00
  1.98103885e+00 -2.75297377e+00  3.59729195e-01 -8.64243673e-01
  3.97492097e-01  3.06521738e+00  1.20876594e-01 -1.16117054e+00
 -6.65700697e-01 -4.17299721e-01  4.77550988e-01 -2.70544567e+00
  5.91951260e-01  1.21931039e+00 -9.06034681e-01  8.72841998e-01
 -1.43428300e-04 -8.27642273e-01  3.56665681e-01  9.68804838e-01
 -7.54678742e-01 -7.43079855e-02 -5.00746483e-01  1.13155122e+00
 -1.57734818e-01 -4.59896694e-01 -3.04886685e-02  1.72768253e-01]"
66,5882,"[29.64564375 12.77952581 -5.84964114 -0.15036844 -2.82139083 -0.26341279
  2.93813089  5.34862543  2.57068603  0.50312542 -5.83832052 -4.61373209
  1.16636396 -4.00086853 -3.4044091  -0.26608929 -5.18849104  1.54377462
  1.76716702  3.53651508 -0.92877952  1.12333848  0.27647733 -0.54541634
  2.52985496  0.07865912 -0.31361908  0.59709092  1.4738348   2.37452203
 -1.33134351  2.65800307]"
67,6126,"[20.14043899  2.07622299 -2.57150038 -3.97714517  2.90140763  1.51952079
 -1.1598765  -4.27082801  0.80553811 -2.20749494 -2.03464353 -2.81074694
 -0.54890814  1.14482394  1.40502506 -0.74470149  4.24828349  0.12771868
 -0.79470965 -1.03890177  0.47471024  1.13021165  1.32295602 -0.2577804
 -1.99992719  0.32418695  1.46708913 -1.62376526 -2.65106835  1.40327717
 -1.56672144  0.88744212]"
68,6711,"[ 1.83687052e+01  8.98478411e-01 -2.30062576e+00 -2.61159545e+00
  4.79634569e+00  1.59273464e+00 -2.71630230e+00 -3.35963470e+00
  6.58481417e-02  9.15658199e-01 -1.61528220e+00  4.24946893e-01
  2.18186857e+00  1.12307858e+00 -5.26888954e-01 -2.10008406e+00
  2.07669188e+00  3.47804828e-01 -3.53488647e-01 -1.03788121e+00
 -2.21065609e+00 -1.79244467e+00 -3.28835203e-01 -5.65785129e-03
  1.76542370e+00  1.63388371e+00  3.84527835e-01  2.48547436e-01
 -2.88842732e-01  7.89340766e-01  3.12084414e-01 -8.43740472e-01]"
69,281,"[26.81728953  8.69342287 -1.11486153  3.81691259  3.3620785   0.7305159
 -0.27030524 -5.38719918  3.284993    0.6521592   1.73682286 -2.50470562
  1.08218289  3.05263127 -0.23335015  0.83712307  2.02193103  0.1339752
 -0.38490085 -4.92113045 -1.24118274 -0.59831093 -0.6257081  -0.31988228
  0.41802383 -0.39873443  1.55517533  0.86768231  3.24175661  3.26255645
 -0.02879188 -1.61444515]"
70,308,"[23.15019415  4.59479144  2.75463668 -3.96163925  3.90275844 -0.74189731
 -2.92624159  3.97516118 -3.14608046 -0.18794287 -1.30403573  0.71858245
 -0.57327997  4.02200039 -2.20547309  0.3481338  -0.10644854  0.86016977
  1.84439401  1.75131176 -0.71942103 -0.05213537  0.38944714 -0.46960055
 -0.54233399 -0.5173707  -0.05824917 -0.41975229  0.37282955 -0.79529469
  1.14033121 -1.18762121]"
71,1137,"[27.2452389   8.83459855 -2.99961249 -3.1236325   0.29527368 -3.28169241
  2.06944782 -2.03071244  0.1664122   0.12367418 -4.63190169  1.02055049
 -2.8253036   0.5981803  -0.03687923 -0.82946003 -0.79556229  0.0551233
  0.82377924 -4.43914414 -0.6288775  -1.63102812  0.91609415  0.66025539
  1.64486967  1.56476625 -0.8794129   0.22283106 -1.28104423 -0.50908722
  0.45156416 -0.70210323]"
72,2414,"[25.77777976  8.65273438  9.88837797  1.08500428 -2.07482838 -1.08347651
  0.44990242  0.54533496 -6.67625834 -0.0781898   4.6604132   1.72499271
  0.62235702 -0.09720367 -2.13241712 -1.48585483 -2.85510568  0.53324286
  2.49015358  0.04814764  0.54840991 -1.73504353  1.28562215  0.70713949
  1.50425722  1.90063439  1.67748494 -1.00155365 -0.27355101 -0.64186044
  0.15451421 -1.78037783]"
73,3429,"[12.97580099 -1.67939936  0.4139683   1.11521989  0.31776157 -6.92262465
  2.41048981 -0.74825568 -0.62116337 -0.75401664  0.27132596  0.07042232
  0.10600937 -0.34278888  0.29298734  0.29925353  0.10310425  0.50340723
  1.19161885  0.43120786  2.29598885 -1.29423656  1.44595292 -2.67580133
  1.01882387 -0.62106131 -0.70498012  0.37919683  0.42667523  0.10094113
 -0.04980322 -1.08494457]"
74,3447,"[ 2.86655495e+01  1.08769695e+01  1.70663890e+00  4.32007379e-01
 -6.94909069e+00 -9.09123258e-01  9.29627559e-01  2.57457188e+00
 -1.13975734e+00  1.15353983e+00  1.38057781e-01 -4.39938859e-01
  4.29898776e-01 -3.94372611e+00 -4.14082019e+00  1.94086223e+00
 -3.45412681e+00  1.34093443e+00 -1.30688405e+00  6.26603795e-02
 -2.14577506e+00  7.49344663e-01 -1.78914917e+00  1.31773684e+00
  6.17405686e-01  1.03382267e-02  2.03132697e-01 -3.45745142e+00
  8.31834677e-02  4.62178790e-01 -3.39125648e+00  4.07232241e-01]"
75,4373,"[26.51922769  7.93353861 -0.76651104  3.89975778 -1.35906785 -4.27640919
  0.87498198 -0.11265869  1.23932745 -0.48735019  0.16031961 -2.31681249
  5.22885194  0.60458083 -1.22761903 -0.70006537 -4.53741082  1.8092405
 -0.46441716 -2.01220948  1.39087859 -0.24411304 -0.11114153 -0.23878149
  2.32110739  0.36022204  0.64342718  1.52982391  0.34370907  2.92620657
  1.46229097 -0.91095255]"
76,4543,"[19.04458995  0.26176313 -0.3757509   3.49273152  0.21653318 -2.27041522
 -2.20023147 -0.49318554  1.68528668 -2.41446579  0.98045865 -2.6252815
 -0.9451575   0.71159604  0.24472204 -0.23298074 -0.0199949  -1.3353136
 -2.21118484 -0.04479289 -0.90748229  2.36083518  2.30031648 -0.74684134
  0.79299569 -2.32632048  0.54847809 -1.17652387  2.91590095 -0.35543981
  2.26674963  0.26273672]"
77,4632,"[26.96217425  8.40894024  1.75056922 -2.26846377 -1.65961652 -1.32952078
  0.18112554 -2.12428195 -1.69202142  2.77402827 -1.15682758 -1.03171318
 -2.2315707  -0.8167902  -1.80423387  0.90300712 -0.45222919  0.86595171
  1.42614029 -4.39154948 -0.09837484  1.02380604 -0.81548127 -2.07075597
  0.80705905 -0.30711998 -0.87907111 -1.97133644  0.90241926  0.26888605
  0.12831688  1.12089724]"
78,4844,"[17.42781652  0.0327566  -0.19612945 -1.76896203 -0.39739361 -6.93910235
  1.4117355   2.2423987  -0.46542099 -2.0092633  -0.34614393  0.02806614
 -0.75197592  0.77317188  0.66285431 -1.94252883 -1.47182336 -0.1631953
  2.51377716 -0.3562634   0.34998463 -0.58108018  0.78687281 -1.08917216
 -1.75623067  1.38061998  0.59512485  0.41849563  0.90575895 -0.83765638
  1.07315014  0.10499262]"
79,5119,"[26.00418067  8.4686409  -7.73305489 -1.8765368  -3.18821131 -1.06672484
  1.30008239 -0.60419318  3.03843545  0.79358274 -5.66170753  3.26327822
  2.19679179 -3.10961537 -1.11795978 -2.01339027 -0.27319303  0.63260466
 -0.1612609  -1.62438973  0.40333493 -3.54342661 -0.32205713 -1.50256509
 -0.19061874 -1.0714563   1.63510583  0.54937704 -1.99887671 -1.09117396
  0.08754666 -1.16595219]"
80,5585,"[20.4305316   2.59019921  4.52618968  0.16231294  0.25383831 -8.44814162
  2.48460364  0.13962443 -2.52467062 -1.87204856  0.61650846  1.03876927
  1.48624579  3.03565413  2.14431483 -0.47753233 -5.09221049  0.63068821
  1.33524961 -1.45471398 -0.43050253 -0.97682628  0.87590117 -0.27360656
 -1.47080981  0.46306592  2.17681198 -0.59142828 -1.0262725  -0.53038466
 -0.53114698 -0.35370554]"
81,5884,"[31.50387946 15.15974274 -2.6342057  -3.2102416   1.69959179 -0.67180548
  6.05214697  2.21552627 -1.00869884 -2.14982719 -5.91880011 -0.17696072
  0.07230067  2.08529596  2.56676534  1.19552926 -2.44365672 -0.37303945
 -3.51912182  1.07263384  1.02704484 -0.07772568 -1.91441176  0.59145352
  1.83441995 -2.19055339  0.61529644  0.55056322 -0.66714158  1.65725466
 -1.89052292  2.71027115]"
82,1495,"[ 3.23860525e+01  1.62794383e+01 -1.62296661e+00 -1.53267885e+00
 -3.28677518e-01  2.24241838e+00  4.39200742e+00  2.20544214e-01
  1.34274407e-01  1.66994099e-02 -3.64355314e+00  1.30905601e+00
 -1.89766877e-01 -4.98472955e-01 -5.20991611e-01 -2.28571603e+00
  9.09154262e-01 -8.19286340e-01 -8.05586992e-01 -1.84107206e+00
 -1.65420694e+00 -2.41150042e-01 -1.08304690e+00  2.75469415e-01
  1.30688910e+00  1.44948777e+00  5.48541816e-01  3.20712635e+00
  1.84016168e-01 -1.45723240e+00 -1.02516615e+00 -1.95479025e+00]"
83,1953,"[27.91481495  9.84555204  4.57290743  4.79514067 -1.55753292  3.37157544
 -2.91383238 -2.12734105 -1.630257   -0.17875474  6.57480088  1.19491712
 -0.29668906 -1.29552738 -3.88178266  0.3272325   1.59092972 -1.24536715
  0.8438629  -1.6238875   2.00059374 -1.11005847 -0.64274178  0.34022337
  0.75550562  3.35645993  1.69867755 -1.75839243  0.5685641  -1.0712851
  0.80759996 -0.18777177]"
84,2945,"[38.03404867 26.25405196  1.43001426  6.52484571  0.83477022  9.12944303
 11.39047736  1.04326418  1.12573461 -0.31043442  5.89869355  1.71955114
 -1.24066501 -1.48600295  6.30686686  2.50273041  2.31100003 -2.64558117
  0.38440325  2.01974597  5.32927717  0.75663087  1.54157937  4.83877473
 -3.1803086   4.01379948 -2.01314986 -3.18493014 -3.36927922 -4.76354073
  0.21444533  1.3513387 ]"
85,4013,"[21.11854299  2.80060093  6.59349464 -1.21761419 -1.95027866  0.75991085
 -3.13745477 -1.10296664 -3.04685825  1.84968718  2.15198403  1.86889065
  0.80148581 -1.44266529 -2.1635128   0.84894509  1.05588107  0.22570273
 -1.59402513  0.42202135 -1.42078282 -0.05392797  1.38892317 -0.93065425
  0.61154884  0.57706453  1.10718662 -0.11504066  0.50455975 -1.36571767
  1.2633366  -0.06148366]"
86,4162,"[18.51157871  1.2606887  -2.89484743  4.91227318  3.22347396 -0.04908634
 -2.47612321 -1.60389643  2.8588145   1.45867262  1.90138198 -0.89691527
  5.17644353  1.2212128  -0.82220698  0.35834264  0.81128981 -0.51414324
 -0.57254016  0.15535984 -3.92254228 -0.03669475  1.28356561  1.66074544
 -0.58860903 -0.15850089  0.632838   -2.03402398  2.0111409   0.7975423
  1.62070086 -1.12192747]"
87,5163,"[ 2.26693486 -2.06926108 -0.48636748  0.22605702  0.4512492   0.50276348
  0.84385967  0.17812151 -0.61779958  0.15966351  0.33649052 -0.21770447
  0.52763065 -0.35242202  0.17866608 -0.0922589  -0.01475207  0.26085341
  0.41964775  0.0274949  -0.61422869  0.29471899 -0.31034988 -0.43827253
  0.42012328  0.36911594 -0.18696654  0.13899356 -0.44882383 -0.68093374
 -0.21172427 -0.4688929 ]"
88,170,"[17.25669845 -0.12996834  4.13141537 -2.81925824  0.18638091  0.55326655
 -1.80940935 -3.46599466 -0.4086523   2.30085784  0.75919909 -1.38713181
 -0.25541336 -0.8452828  -0.02991184  0.08181633  1.45925395  0.23196723
 -3.06331105 -0.90233052  1.24341544  1.53581567  0.87625611 -1.35981103
 -1.80130533 -1.78194052  0.69569828  0.52719157 -0.23892963 -0.62711789
 -0.41710577 -0.43742647]"
89,1903,"[10.85085546 -2.26018588  6.98433388 -0.6747502  -2.0696437   0.83953116
 -1.37866128 -0.40818993  0.12531443 -1.40399557 -0.18074162 -0.66289573
  0.03045165 -0.65068582  0.17887966 -0.42461706  0.59672554  0.11305053
 -0.01419662  0.8216066  -1.20427141 -0.81094795  0.6372688  -0.16735353
 -0.17629824  0.29191166 -0.46164414  0.62623734 -0.96383956  0.65692682
 -0.37918472 -0.2440104 ]"
90,2651,"[26.93421764  8.60171846  4.85249938  4.82510894  2.09886781  1.91642678
 -3.00270947 -1.14142068 -1.33012484 -1.06223878  5.37708059  0.96476428
 -0.38177444  2.01367664 -2.19707262 -2.07745116  0.4466342   2.52706434
 -0.60892154 -1.03021568  0.05464198  0.41183717 -0.47563669  2.87602097
 -1.26815781 -0.04728415  2.31907374  1.96592702  0.79002267 -0.72219703
  2.84084301 -0.39363698]"
91,3371,"[27.4049482   8.80213615  2.55492081  5.5790572  -0.57008186  0.20818696
 -2.68583523  2.48788131  0.17665178 -0.61952315  3.47727338 -2.04954733
  0.16555888  1.07479979 -3.29731184 -4.3807343  -2.03717096 -0.10455506
  0.38039233 -0.0795991  -0.61066975  1.86997501 -2.45620447 -0.39612548
 -0.80269367  2.64970595  1.63223231  1.24049425  0.67167128 -1.63187875
  3.6023074  -0.47125555]"
92,4038,"[ 2.86448395e+01  1.08730706e+01  5.50577504e+00  1.93844901e-01
  7.25505914e-01  3.78905589e-01  3.01027995e+00 -4.43249848e+00
 -4.72523759e+00 -2.41942687e+00  4.44545117e+00 -2.65180948e+00
  6.56456932e-01  5.74396960e-01  3.12608037e+00  7.01108848e-01
  6.69852588e-01 -2.88218208e+00 -1.29740387e+00 -4.39794219e+00
  3.06422888e+00  6.50108171e-01 -7.19865654e-01  1.82644306e+00
 -6.77326202e-01  6.96372922e-01  3.16173843e+00 -9.05781478e-01
  3.47745222e+00  1.09628346e+00 -2.71712083e+00 -2.20993606e-02]"
93,4616,"[ 4.20412001 -2.40103711  2.33274416  0.28487486 -0.41234267  2.00057497
  0.41638383  0.12248021  0.89476524  0.04736636 -0.71209402 -0.98900771
 -0.02819355  0.48734262 -0.07976346 -0.98559604 -0.59043135 -0.59834867
  0.42582133 -0.170095    0.8049859  -0.18106833  0.18129285  0.92867582
 -0.23085618  0.23768975 -0.61950757  0.57984526 -0.7140588   0.33806302
 -0.46043942 -0.34958995]"
94,5654,"[ 2.17096977e+01  2.85551660e+00  1.23793308e-02 -3.78579715e+00
 -2.61136712e+00 -6.39565953e-01 -2.14672558e+00 -1.00413099e+00
 -3.93073833e-01 -1.05711020e+00 -1.62802427e+00 -1.58965883e+00
 -1.01298120e+00 -1.25590850e+00 -1.84755321e+00  5.27736117e-02
  7.82803833e-01  1.95673911e+00  6.60914555e-01 -1.09156432e+00
 -5.18437092e-01  7.38330961e-01  2.00554328e+00  1.24925542e+00
  2.67414718e-01  1.90953933e+00 -5.35501750e-01  1.64635642e+00
 -2.07446168e-01  2.15431465e-01  4.93375131e-01 -4.08897547e-01]"
95,5966,"[ 4.01234449 -2.34091508  1.35580915  1.02447409 -0.10384236  1.71279459
  0.18951092  0.36633286  1.06664396 -0.13810921 -0.4585274  -0.62650671
 -0.05162798  0.17680244 -0.0228823  -0.87962971 -0.55234224  0.10973363
 -0.02550333 -0.78626636  1.19005463  0.10680967 -0.86676448  1.09985622
  0.12262055  0.28763548 -0.72072999  0.39459937 -0.36946438  0.37490928
 -0.47773628 -0.70005596]"
96,1354,"[17.49916428 -0.65761163 -1.03057035 -3.10225171  2.65938458 -4.76230792
  0.26722258 -1.19396111 -0.33972725 -1.44687887 -0.41161216 -1.00170865
  0.46620017  0.6518827   0.10113531 -0.47982544 -0.10063653  0.47800395
  2.10906903 -0.51187134  1.76496215  0.08815977 -1.61405323 -1.31425895
 -0.9064294   0.635422   -0.03079285  0.21671885  0.88422038 -0.75634325
 -0.38662866  1.84019163]"
97,1661,"[ 2.00620475e+01  1.02105910e+00 -1.71313421e+00 -2.16391815e+00
 -5.63991075e-01  2.75177418e-02 -3.91432463e+00  1.05896075e+00
  5.64438791e-01 -1.98281645e+00 -1.40572654e+00  2.70583497e+00
 -1.54891435e-01 -2.33550137e-01 -8.04886855e-01  5.45315722e-01
  1.97402570e+00  4.30722659e-01 -3.18166238e-01 -3.96291079e-01
  4.49474799e-01  4.17254912e+00 -1.13737561e+00 -4.54261376e-01
  5.39640061e-02  5.61712424e-01  2.27538897e+00 -4.11490039e-01
 -1.54001612e+00 -4.87329175e-01  2.40746936e-01  1.86838956e-02]"
98,3003,"[ 1.41567193e+01 -2.30522795e+00  1.45724033e+00 -1.13841245e+00
 -1.21655340e+00 -3.56224419e+00  1.54856360e-01 -1.10886933e+00
  4.11180315e-01 -7.34751404e-01 -1.05768227e-01  2.74227908e+00
 -1.69438357e-01 -1.34863414e-01  8.77982459e-01  2.48054704e+00
  4.20271771e-01 -1.55589121e+00  9.15574225e-01  6.63665088e-01
  8.06679700e-01  1.80328277e-01 -3.96536982e-01  3.54651696e-01
  1.23894546e-01 -8.97174931e-01  3.74827044e-02 -1.24201325e-02
  2.31440470e-01 -4.96572174e-01  7.92879940e-01 -1.97455982e+00]"
99,3029,"[14.99343515 -1.86667539  1.14245975 -1.70619572  1.06347274 -0.30400025
 -1.52784273 -2.08057447  0.39144225  1.04859475  0.05794232 -0.28460165
  0.66315997 -0.24729053  0.78751058  0.56025505  0.77625902  0.15171748
  0.5189529  -0.02190999  2.00536421  1.21650687  1.61581066 -1.56283383
  0.28414413 -0.87372236 -1.25158184  0.43995081 -0.8879064   0.69601554
  0.15558712  0.63353474]"
100,5457,"[ 9.09455625 -3.0201764  -2.10060297 -1.35174961 -2.6126193  -0.54055973
  0.44765954 -1.02594629 -0.28083244  0.53783015  0.44904649  0.87961107
  0.80134186  0.7239304   0.54042625  2.37639581 -0.40194835  0.8429471
  0.65270103  1.13187297  2.82427717  0.64722382  1.63673226 -1.0034106
  1.16635343 -2.19759929 -0.12335947  0.49738988  0.75188409 -0.44361208
 -0.54149183 -1.12827988]"
101,5536,"[37.3950868  25.7415014   0.20283883  0.11526375  0.61190093  6.45384639
 14.90061734  0.40929272 -1.82450904  0.80937883 -2.58528291  2.04838325
 -2.49203105 -2.35587351 11.65078285 -1.68266001  0.94171426  1.66118715
 -0.74988347 -0.49621933  1.04763416  0.13568174 -2.19254626  1.16274544
 -0.50561187 -4.99574687 -1.43119733 -1.53420772 -0.57949363  1.27058012
  4.61826206  1.54476651]"
102,5751,"[11.39494166 -3.42544416  1.52337523 -0.93745541  0.92953802 -1.93017636
  0.34332363 -2.31846551  0.73298132 -0.80004915 -0.14040818 -0.40920292
  0.28564276 -0.50868487  0.30558608  0.23736185  0.51848159  1.27655004
 -0.55206084  0.8917471   0.98336519  0.36671956  0.52199461 -0.52468989
  0.12129704  0.04576742 -1.12599879 -0.10634723  0.2423292   0.10617298
 -0.31611957 -0.67228192]"
